6743634201232205-BULLSHIT,305
31263202270120893-ADVANTAGE,28
4923163326429678-WHISPER,2653
8212971647934255-SIGN PAPER,2125
4066959996902433-THERAPY,2412
3628340866937836-DONT FEEL_LIKE,681
6742655874522336-COMMUNITY,491
19749527870729988-CLIENT,456
7809503445047001-BREAKFAST,283
2002285518954443-TURN,2516
6796499805319471-CORNER,529
5290373884784241-HATBRIM,1108
5064877659011977-GOODY GOODY_SHOE_OPPOSITE,1024
7069069415498499-CASTLE 2,370
5837296033724944-LEND,1353
8684706324228275-SOPHOMORE,2209
19379537971333316-SUPERVISOR,2332
24683104585018412-SWEAR IN,2346
35976901957453444-INSTITUTE,1238
031670126370264784-LICK ENVELOPE,1368
4409418046134761-PERCEIVE,1723
6069671516966564-STUMBLE,2314
010850214999561736-CELEBRATE,388
13244724399416663-TOSS,2473
038446216989295845-WIDE,2662
9076828716002219-PEEL 2,1709
49288220098651747-DOG,670
6750594223002664-FLOAT 3,905
31649691891683207-THEORY,2411
6343693205934693-SHORT WORD,2103
27469263568791-LABEL,1323
13187210101793911-FIRED,886
8450645349294537-ADVERTISE,29
45613794376693106-DEMOTE,611
7568259630004095-INHALE,1229
654679171689897-APPLE,70
5868753228914183-IMPOSSIBLE,1218
5662880671112962-PARK,1687
23750861250634614-STINK,2280
15747884716509963-ROSE,1978
5460269220331138-HUG,1191
10215603974987486-TUBE,2510
8675914629662917-COUNT,534
18199086230023087-NICE,1578
6022620990262424-EASY TO_DO,746
4713001664096925-INFLUENCE,1228
4499250795706189-CIRCUSWHEEL,444
27103930782829466-NOSE,1593
9121237989915896-GYM,1069
6416278179941874-WEAVE,2624
8801673159859185-SMOOTH,2171
8875256912597131-BACKPACK,121
5346957049353451-WE,2620
3237841089626472-DOWNHILL,693
8673853297757075-JUICE 2,1283
7275461608600278-SCOLD,2030
8342259238668124-POWDER,1821
2501721560408141-SOCIAL,2191
2746482938137922-CAPTURE,357
7476109931780017-PONDER,1802
33372376790577385-JOKE,1278
8763478538813974-SOCIETY,2193
6019042581182006-WATERDROP,2616
931782741467386-ANYONE,67
5418273984027029-CEMETERY,391
3810108088744719-FAIL,833
62432102043786-KNIGHT,1312
3140572918045199-ALL OF_SUDDEN,47
26442801372084057-TOTAL,2475
613903843341741-COOL 3,520
19185527558933835-LONG AGO,1404
6459252267958286-BECOME,175
047964805851413495-IMPROVE,1220
5908448341148838-UNCERTAIN,2534
9778046529233306-GREET,1049
3909940550052129-PROPOSE,1854
19744460835584432-TOSS OUT,2474
5406966366518051-SQUARE,2241
8884945458417148-PACK,1667
7535449770372906-THANK YOU,2407
6169165591640462-EACH OTHER,731
8331521549475343-PRECIOUS,1826
4685262003433257-WILL GO,2665
26779769878453363-LAY DOWN,1337
9119750137106359-PARANOID,1685
2063128811266226-ALASKA,40
39878139372685606-EXPERIMENT,821
5819018923811163-ARTICLE,86
030163845009707257-EVERY NIGHT,809
8019317290688388-GET TOGETHER,992
4883233656549113-STORY 3,2286
09913910553280747-REMOVE,1924
7735436577579549-MOSQUITO,1523
23935932871880738-BETWEEN,197
30802284724627316-TOY 3,2483
7742371822103638-SPICY,2227
6555062872975101-JEWELRY,1274
02362800594599035-BULLSHIT,305
4158330922555107-ADVANTAGE,28
9326067198560057-WHISPER,2653
6468451269888666-SIGN PAPER,2125
26831740738029275-THERAPY,2412
6738805591563901-LEAVE ALONE,1348
4709219515950245-COMMUNITY,491
3794908792089089-CLIENT,456
13959766874483237-BREAKFAST,283
5666202221838486-TURN,2516
45348925603024304-CORNER,529
23509015263340394-CASTLE 2,370
5224289762112848-LEND,1353
026708400894418727-SOPHOMORE,2209
28041608305216026-SUPERVISOR,2332
6928326961533751-INSTITUTE,1238
6619748121410192-PERCEIVE,1723
5395352613912254-CELEBRATE,388
11167211155706291-WIDE,2662
30070654019768583-PEEL 2,1709
11432147423106453-DOG,670
9184146468779903-BOWLING 2,263
7381855460513327-RIDE 2,1948
6336093498495587-THEORY,2411
6956016227207786-SHORT WORD,2103
4168307048484854-LABEL,1323
04939380671476301-FIRED,886
0525121513125173-DARK,582
41738678001523555-DEVOUR,628
8143823054520445-HATCH 2,1110
784442858510149-PILLOW 2,1752
3665083076635902-CELLPHONE,390
08028498244023075-FLASHLIGHT 3,899
569252532013591-LIGHT 2,1373
8674978531375388-SHIRT 2,2092
9984110117309302-BUMPY,306
3611339319587963-SLIP 2,2159
7913552139341871-SNEEZE 2,2177
5390411629840837-CLOCK 2,459
3635703251583551-GLASS 3,999
02417596973931868-FRISK,958
7800294564666657-SUMMON,2323
22066071141437238-BANANA 2,137
1455478001735404-CHERRY 2,420
4458090401198842-ELEVATOR 3,767
21072859884997563-STACK 2,2246
461256999845691-ENVELOPE 5,788
36182318013198267-BURY 2,310
9072202582847813-ARREST 3,83
3965534717514636-KNITTING 3,1316
11938517772299284-SMILE 2,2168
28165779316856177-STACK 3,2247
3414971948885017-SCREWDRIVER 2,2037
7866479770462362-CLOUD 4,469
3719623393652336-CARROT 3,365
736053532553147-CRACKER 2,542
940072121680658-VAMPIRE,2559
6440471350161254-POP 4,1806
07995519195035183-CROSS,555
161397688937315-RAZOR 2,1892
5685505516650793-CHERRY,421
46721838510936897-JACKET,1264
638988979683649-RABBIT,1880
9665726169641298-SNOW 2,2182
4777114214367413-BENEFIT,192
7364724475858522-EYES,827
24946258334528815-GUESS,1057
2889534487412355-DEMAND,609
5149945846466999-CHURCH,439
3705689605906124-COMPUTER MOUSE,497
8848744369087989-NEED,1561
6866053008104511-PINEAPPLE,1756
5187624262174839-BONE,243
7561528652261482-CHILDREN,429
9249941273755868-FRUIT,965
7882860253360209-ORDER 2,1652
17735124828998106-PROBLEM 1,1844
24975725380114233-WOOD,2687
9141133089170674-DROP,713
16759358676302494-GAME,977
0955181553369353-FOREIGNER,924
6248518251977921-APPOINTMENT,71
4614534315577101-NOW,1606
9397014726055648-SCROLL DOWN,2040
6435134382056891-EGO,756
051465824178710706-TELL,2395
1780082548619053-SOUTH,2214
6904994586261741-GOSSIP,1027
7815897175027569-YESTERDAY,2717
6225262610729481-BALANCE,132
09797934187757074-CALL,331
8994479452363924-AGREEMENT,37
6871058555020562-DIRTY,648
5082858473744953-NO,1583
8861231668594451-CANOE,354
7596782937972923-TEST,2403
8006343369425069-TEETH,2394
5410039699158458-KID,1296
33093247095464684-GIRL,996
10857326791414024-BOAT,236
16884356585373195-EASY,745
3380520143388104-SCHOOL,2026
142382602529187-IDEA,1207
14947715658058014-THERMOMETER,2414
23295455480851857-LET KNOW,1358
11867852244398991-PREACHER,1825
09480001149764816-MEET,1471
5882028078956663-ZIPPER,2726
5739657937248839-MATCH,1453
7886729880176198-FAUCET,851
727797349899711-FORFEIT,929
36626645710568106-NEWSPAPER,1571
6989402826625473-GOD,1017
3844148444722406-FULL,968
3845231217942484-FRIEND,954
5307030948600251-WIFE,2663
24974615015650947-CRAZY,548
5677482375653258-DRAW,700
27759670594914465-CAR,358
45594209879187875-FRANCE,943
182409169478295-AMAZING,56
061936510841636094-BEAT,172
3534400142419516-TOOTHBRUSH,2468
8306237547328505-EXCUSE,815
16968758786823446-REVENGE,1942
6833661881907038-DOWNSIZE,695
4465135859623439-LESSON,1356
18037166509849722-SARCASTIC,2009
5342879318630827-YUCKY,2723
45107006465931687-PLUG,1790
45360553116056135-NUT,1609
20127670054735236-AVOID,108
14857041755268563-FED UP,855
9404479880375034-BYE,323
008334911275535983-END,776
599008798019109-GERMANY,985
835941664310544-LET ME_SEE,1359
25349602618374245-NIECE,1579
8335625687320589-BUT,318
17556925442961546-BUDGET,299
0019458289228719838-SEQUENCE,2059
42899833130683573-ROCKET 1,1964
45974359533467624-WASH 1,2606
7360418673995492-SPONTANEOUS,2233
9246436366130377-FACE,830
2863257536366659-TICKET,2442
5208380221303042-MOST,1524
6207041749303615-FREEDOM,948
6776054154751192-CUT 1,574
2111386793579384-BUSY,317
531241969487003-LOLLIPOP,1401
7094121960088806-DEPRESS,619
6371396620489889-FLOAT,907
26689261591142355-PROOF,1852
7581793606805043-DISRUPT,657
22148353752737537-CAMERAMAN,339
48605335562768315-DRIVE,712
4599940680744705-BEANS,169
1434349775005772-PIZZA 2,1772
4716209539695517-SHARE,2074
8750056311438137-SLAVE,2148
9539744052316363-INTUITIVE,1251
15583842324081232-ON,1628
01575906812099359-TRUTH,2507
22151283011808554-VANILLA,2560
9151460001087668-COST,530
5700407311251623-ROOF,1973
05089872608413626-SNEAK ADVENTURE,2176
3570222124406002-LOUSY,1418
8441043604725313-FUNNY,971
752385671850688-SKIN,2145
8642316172083411-LOOK FORWARD,1412
4001283150525985-SWIM,2356
3180685106985577-GOAL,1013
8911976032426165-OUTSIDE,1658
7599782059880507-ORANGE THROAT,1650
29515855219404497-ORANGE EYES,1649
08105598822367299-ANSWER,64
20852329611395937-DISCUSS,653
17128261239352982-ROBOT,1962
9337064031272435-MELT,1475
6911483999978041-SUCK,2318
8115249297063862-ROUGH,1979
3950711714142374-PET,1734
23321177794879588-SIGNATURE,2122
6735558330423335-GRAY,1044
9058683859887124-HEAVY,1131
05804557658914389-HURDLE-TRIP,1198
3655968983833715-CLIMB LADDER,457
46079903240496867-SNAP,2174
30769191586183053-ISOLATED,1260
3034247461648141-MAILMAN,1439
9815871847220503-BET,195
542387932769369-DISTRACTED,660
883239213455199-FREEZE,950
119693515616218-WILL,2664
22816862341146416-MEMBER,1476
15987152242950264-BEST,194
9105274408150312-BAT 1,160
7886073087627623-MURDER,1539
48852938778695965-LIKE,1379
014399429252126783-OVER,1659
11714827881944534-DYE,729
2157720030733732-DRY,722
746884857630183-DICTIONARY,632
07434472987201102-TAN,2379
2595760307657029-THEY,2416
11734442383790955-THUNDER,2440
9079150432920042-RED FACED,1907
3874900668022614-FAN,842
9057593060657476-Q TIP,1874
754174081917842-SCAR MEMORY,2025
1847737055607681-LIMITED,1380
8853802136949456-SIGNING FLUENTLY,2123
37474758827881094-STARE,2262
582323650762931-THOUGHT DISAPPEAR,2434
574135060517232-EVERYTHING,810
999123603635413-SO,2186
4501768861955957-STADIUM,2250
2801327557552975-THINK PENETRATE,2428
14052296225070893-BACKPACK,121
9067099373014491-CHOKE,434
8911814027727771-GREEN BEANS,1048
7838187946810775-TOGETHER,2462
27059643717991366-VAIN,2555
8110284429664787-COMPASS,493
9784190419934637-NERVE,1565
09223742662600642-BOW 2,258
5890286627161592-FRAME,942
7170327719525225-INSPIRE,1233
9658452924914089-FOLLOW 1,916
7372492030486306-CLAW,451
03115270349603283-HAHA,1072
8388789916018351-GOATEE,1015
07267045149513152-IF,1209
5459254713530837-STAMP 1,2253
3227427763344013-SPREAD 1,2237
6710147339257997-STRAW,2294
16831173387324583-STRONG,2307
7431245791553516-PUT ASIDE,1870
16187292252747598-WISE,2677
8255311360124704-TEMPORARY,2397
6904871228501732-FAINT,834
902671562034884-EVIDENCE,812
25932604034382734-EDIT,751
4155326382090698-DISCONNECT,652
7757020413685858-INVISIBLE,1253
826620411833638-THESE,2415
10538812985245771-CHEW 1,423
591310425519902-POSTPONE,1817
8677145503168626-JUICE 1,1284
21837077397712124-PRINCIPAL,1839
7735756960913593-JOIN,1277
7281814460614704-SMOKE,2169
2732063198914938-REFUSE,1911
4179271864834424-STRUCTURE,2308
06452525128477671-SNOWMAN,2184
06974828943772104-VOCABULARY,2582
9330343031579775-FILL OUT,871
8489493921828779-TENDENCY,2399
718637403722669-SPECIAL,2221
4360403919891973-BAND AID,141
07211014356088508-WEIRD,2631
23604303109133196-PUBLIC,1861
3797471874449132-PERSPECTIVE,1732
6671606841326574-DONT NEED,685
7313686535099957-CHEERLEADER,415
2997568112610245-REALLY INTO,1898
8855400607580735-STIMULATE,2278
1831854761854499-SCOUT,2033
25373132950476185-BOTHER,253
8356137438331652-LESBIAN,1354
1929313766049765-SWEAT,2347
9950651574521725-GET OFF,990
06056672201359059-CAUGHT,385
27663282260088806-SURGERY,2338
7567609756042657-BLANK,216
06920041797662702-BRICK,287
3542834164345221-KINDERGARTEN,1298
8268688092359788-PHILADELPHIA,1737
49328631707690995-FROM THEN_ON,961
3419074485484206-INFECTION,1227
4249380660287352-TWO OF_US,2526
805276306980562-SENIOR CITIZEN,2055
2281974716477626-KEEP,1291
15034764060563655-NEGATIVE,1563
16198513665292458-SHOOT,2095
8836801171098743-CRANKY,543
4678396828635065-AFTERNOON,32
42432643422310723-ERUPT 1,799
0893246126915177-PASS,1690
591353346139188-VALIDATE,2556
3971071828139323-CONFUSED,506
021155387754881794-REMEMBER 2,1920
6687174832084644-WORKSHOP,2691
9705552332221867-PARALLEL,1684
21072933501017266-ROOMMATE,1975
5470791638833759-STRUGGLE,2309
24735826562994712-BOSTON,251
8812886793988801-SUPERVISE,2331
6720902667573534-PRODUCE SIGN,1846
8200321136224236-SLICE,2153
9652919101615633-MARCH,1448
10960939607578468-ATHLETE,96
12359454207001441-DESIGN,622
3820328035975771-PUNCH FACE,1865
023886474321670015-MEDITATE 3,1469
8007270485753197-ITCH,1263
32331871750181684-FISHING 2,893
18369555983347952-RESPECT,1933
07048552150986476-POLISH,1801
05292162060090688-SNAP STICK,2175
5586971735005972-AGAIN,33
026471432961753694-TASTE,2382
29408609509345696-SEVERAL,2065
4525255015212539-CHERISH,419
893612061993688-ARM 2,78
624479942184976-POSITIVE,1814
06436839257903171-FORMER,936
5354738258448046-OVERTAKE,1662
43532957675359496-CONFLICT,505
8142321187623465-CAT 2,375
8921389920363676-WRAP UP_2,2699
4876840654416541-REMIND,1922
9249994486572739-HALF HOUR,1082
7672610386410896-LONG TIME,1406
10252345260075368-DROWN 3,714
8244542797587671-FACULTY,831
35882678095860654-TABLET,2365
678153186669626-FOLLOW 4,917
3492309525792563-TRIPLE,2501
9546582682838636-SWEET,2354
60085579467325-APPLE,70
9456034138796046-IMPOSSIBLE,1218
758835724170823-PARK,1687
4296628437490111-SOCCER 2,2190
8974586496745574-STINK,2280
7887674832651268-ROSE,1978
2533700608131162-HUG,1191
39724298100683586-TUBE,2510
6447224024551217-COUNT,534
3597949009905055-NICE,1578
6760439916067384-EASY TO_DO,746
7188185690882314-INFLUENCE,1228
011333819686008217-PEACOCK,1702
7303477097205586-CIRCUSWHEEL,444
024011464372713398-NOSE,1593
9759517528565997-GYM,1069
6869661482649054-WEAVE,2624
9576162261212695-SMOOTH,2171
402799943476833-BACKPACK,121
193766215011427-WE,2620
21062694853324015-DOWNHILL,693
2033811194245334-JUICE 2,1283
10519132337113168-SCOLD,2030
9375257849788068-POWDER,1821
8567560062300015-SOCIAL,2191
0009701491968876486-PULL CONVINCE,1863
941566774478487-CAPTURE,357
79908701976413-PONDER,1802
12346770580162225-JOKE,1278
39620919491442197-SOCIETY,2193
7646621786777874-WATERDROP,2616
2590930129006048-ANYONE,67
9467535744773914-MAPLE,1447
4700164980726875-CEMETERY,391
6566958242484378-FAIL,833
04374941905926821-KNIGHT,1312
7494826589826964-ALL OF_SUDDEN,47
038096166121724284-TOTAL,2475
05399800038436342-COOL 3,520
7562077282774307-FASHION,847
3239316431732939-LONG AGO,1404
9937921981224223-BECOME,175
30139252759341084-IMPROVE,1220
8583121038136252-UNCERTAIN,2534
7108325310454742-GREET,1049
45598940201514604-PROPOSE,1854
36439437341311876-TOSS OUT,2474
42205716128135684-SQUARE,2241
8507496487441046-EMPTY 2,775
5471756985478564-PACK,1667
014439537236845323-THANK YOU,2407
9660332860584313-EACH OTHER,731
2960846729876947-PRECIOUS,1826
20674469249057004-WILL GO,2665
755249976547044-LAY DOWN,1337
17442789980546958-PARANOID,1685
9616610768591958-ALASKA,40
0463437829118285-EXPERIMENT,821
521252855673408-ARTICLE,86
2606706487253887-EVERY NIGHT,809
5566226287714806-GET TOGETHER,992
20592677719120855-STORY 3,2286
4720341414338516-SQUEEZE,2243
6730670843247284-REMOVE,1924
5281046535919289-KNOCK OFF,1320
898137236917232-MOSQUITO,1523
7566090091231854-BETWEEN,197
381603803230792-TOY 3,2483
83501206885551-SPICY,2227
894975060052229-JEWELRY,1274
18793028836248604-BULLSHIT,305
569210588467929-ADVANTAGE,28
09947880888502714-WHISPER,2653
49865855082032207-SIGN PAPER,2125
29409424485968594-THERAPY,2412
2575534049318191-DONT FEEL_LIKE,681
45557909255564133-LEAVE ALONE,1348
674029804447982-COMMUNITY,491
45522547932041335-CLIENT,456
12841038226728507-BREAKFAST,283
9017819727277792-MAKE BELIEVE,1443
8311677579369254-TURN,2516
07925142118956563-ROAR,1958
7465920316461632-CORNER,529
43276646791952444-HATBRIM,1108
11256279965151816-GOODY GOODY_SHOE_OPPOSITE,1024
9961559221980916-CASTLE 2,370
07723427108584646-LEND,1353
8178271536533821-SOPHOMORE,2209
7664259084466163-SUPERVISOR,2332
9288473092874621-SWEAR IN,2346
9061603512813023-CHEW 2,422
019857324285245337-REPLACE,1925
4943011241002053-INSTITUTE,1238
0029775581086972647-LICK ENVELOPE,1368
017681579754439847-SELL,2052
701606421745-PERCEIVE,1723
7187051011859877-FOCUS,912
01536327929851189-STUMBLE,2314
28849242857630597-EXPERT,822
7474307151425281-CELEBRATE,388
7048840334372948-GRAPES 2,1041
2798436297536455-TOSS,2473
6105643191163064-RHINO 2,1943
3361252621280326-WIDE,2662
7921459983875652-BLEED,218
503159105594591-PEEL 2,1709
20141323399383038-POOR,1805
17777316675017052-DOG,670
5503868341096074-DEVELOP,625
6937971182098084-BOWLING 2,263
24840096622109953-KISS 3,1301
5175941281598448-RIDE 2,1948
7093937539123578-IPHONE,1255
8081668677951284-FLOAT 3,905
33180929301495143-GRANDMOTHER,1038
1286434199130273-THEORY,2411
6248629879037961-BRA 2,270
1108717638938157-SHORT WORD,2103
8305535105258888-CARROT 2,366
13132445002758897-LABEL,1323
24715605354350778-BALL,134
2886495359866825-FIRED,886
8317676984337925-VILLAGE,2574
7543438536817044-FURNITURE,972
10967239838402598-WITH,2681
703831493724637-EARTH,740
6764651962786699-ADVERTISE,29
8448676184696655-TOW 3,2479
9971994773105604-DEMOTE,611
21345201266496527-BOOTS,246
9891392028667418-INHALE,1229
5991120483661896-CARVE,368
8038077599749618-CARDS,361
30735006544794397-CANADA,343
46918670233616866-MINIMUM,1498
008460209456316203-JUNIOR,1287
5496799801208176-BLOW CANDLE_1,229
44417424079446066-CORKSCREW 2,524
08082414477089328-GLOVES 3,1005
7371610876431656-LEAF 2,1341
6036711238812922-SLICE 2,2152
34182074647150995-NURSE,1608
26439420589592477-DARK,582
5885833949985597-THROW,2437
7860677296517535-CHEW 2_MOUTH,424
11863534499498907-HATCH 2,1110
1813899812026507-ARREST 2,82
19471040860723443-SWEATER 3,2348
4973148207095919-ENVELOPE 4,787
22478513842793557-JACKET 2,1266
7756128092275554-FINALLY,874
9887316456020367-TRIM 2,2497
2580419662072009-GLOVES 4,1006
4345786149184214-PILLOW 2,1752
6246549914691799-CHEAT 2,411
7932503137750462-FOLLOW 3,915
8163313061181219-CELLPHONE,390
004272649075903079-FLASHLIGHT 3,899
09127306227946264-NOSE BLEED,1594
48395854073459854-RACECAR TRACK,1883
10236598982146194-HELICOPTER 2,1132
8086424106219279-LIGHT 2,1373
3010294738843122-SHIRT 2,2092
5992978330851055-PECK,1707
6798197881140879-SAW 2,2016
12669726740621057-BUMPY,306
7168856798550707-DOLPHIN 2,676
9435041622962683-SLIP 2,2159
24526895590037223-CROSS 3,556
10285706432797781-KANGAROO 3,1288
8450105323978336-STRAIN 1,2290
5234647407327859-PILLOW 3,1753
9383448191733077-YEAH,2713
9271319540419956-SNEEZE 2,2177
2634483829913492-ARRIVE,84
4455297020301163-MOP 2,1520
5239206783300603-STRETCH-CA,2301
02131581178431574-CLOCK 2,459
8352438155685169-STAND 2,2257
9317987198300575-MEASURE 2,1462
7903041870096725-SHAVE 4,2084
5572084870775083-GLASS 3,999
15841835443910002-CAUSE,386
6438128381168797-SUMMON,2323
8058121510363265-RUN FAUCET,1987
9903444079337274-BANANA 2,137
08060394554053163-STRETCH 2,2302
5773744878291307-PEACH 2,1701
9553318754297411-DIP 3,646
7473493115593715-CHERRY 2,420
805251149993387-DUCK 2,724
4986672602945341-ELEVATOR 3,767
4328981841838875-PET 2,1735
36977652499182057-STACK 2,2246
25359838903865217-SIGN LANGUAGE,2124
5666884241110774-BURY 2,310
10829421777530057-ENVELOPE 2,790
3401881404458804-GUN,1066
5684604344761137-ARREST 3,83
8057787598667017-BOIL 2,238
8185699315614803-LIGHT CANDLE,1374
6407005642106143-FLOAT 2,906
5127815661704609-KNITTING 3,1316
41455262875959953-SMILE 2,2168
3038765263837697-CLOUD 4,469
6929634567614391-CARROT 3,365
6340849968493041-CRACKER 2,542
06486740728713336-MOUNTAIN 2,1530
9881965480772794-FRENCH,951
5572997071187749-VAMPIRE,2559
6921494806658774-PARACHUTE 2,1680
1383203105819133-CALENDAR,328
5868603660193392-CLOCK,460
8733109006343269-CROSS,555
011857496480111474-RUSSIA,1990
6340622091575041-TV,2520
9328514720747945-RAZOR 2,1892
5067326372178802-MAGIC,1429
02450557358015293-JACKET,1264
6445331634562388-WHAT FOR,2642
7459003227179599-RABBIT,1880
10447776831007882-LINE,1381
07141966342871009-MIX 3,1506
9714883348452366-CAPTION,356
33505533584075575-JELLY,1272
04580286068089667-ENJOY,783
15365556773972355-SNOW 2,2182
8515089770258144-ERASE 2,794
823110623400116-WANT,2602
13678451685096915-PIPE 3,1765
5142134278555357-KNITTING,1317
7293731316229108-BENEFIT,192
004175172748227984-DART,584
015907943367508448-EYES,827
8565231572205234-SURE,2335
7383284467475846-GUESS,1057
5588499945170378-LOBSTER 2,1395
21726284787567063-DEMAND,609
34194595854850096-CHURCH,439
3416901692651766-CANDLE,349
3120967580566334-COMPUTER MOUSE,497
9271579911868026-SANDWICH 3,2006
2957896307414234-NEED,1561
8181460730057075-NECKLACE 4,1558
23595475577416636-PINEAPPLE,1756
8811710885283992-SWIM 2,2357
8918308028270203-BONE,243
9696686155718444-BUN,307
8427150876658211-CHILDREN,429
41826815713017607-TEAR,2388
8335502012159159-FRUIT,965
48244638878087853-SECRET,2045
19069990980190799-ORDER 2,1652
8357855864449022-PROBLEM 1,1844
6481009555935966-HOUSE,1187
6059622084284462-WOOD,2687
7934875679337032-DOLL,674
6974238936465946-DROP,713
17554792295984845-TANKTOP,2380
5789130966288654-GAME,977
4818293388696262-HAIRCUT,1076
5632090317291663-FOREIGNER,924
6555552878816469-ADULT,27
34025840457070067-APPOINTMENT,71
09571663395072427-JUGGLE,1281
945060415448846-NOW,1606
3519446452419639-ORAL,1647
2200241167783541-SCAN,2018
7777825196820936-HOT COMPETITION,1183
6016017574074628-CORKSCREW,525
7717057217254395-THEY,2416
38950739320714645-TAIL,2366
8036675892366985-SCROLL DOWN,2040
38007899810915124-EARN,737
9588604018454037-WELL,2634
47788320315336663-BICYCLE,199
08783991298704752-EGO,756
5834024675891472-STEAK,2268
682290148919185-TELL,2395
3273366342294657-THIRSTY,2432
11140060715285816-SOUTH,2214
25788263512754495-SMOKING,2170
16956951272283427-GOSSIP,1027
21338949344886227-PATIENT 2,1695
24193734646812537-YESTERDAY,2717
9406031669184307-DROWN,716
36798218729571786-BALANCE,132
39040662175778196-CALL,331
726223421501971-PAINT,1671
3223083200780035-STOCKINGS,2282
8089330458355601-LOCK,1397
393295857925948-EAR,734
367841674457434-PERSISTENT,1730
8981376760589752-FEBRUARY,854
08747665130314042-TROPHY,2502
8980531534841563-HEAR 1,1123
6642648183118116-STAND,2258
775934637445302-LESS,1355
5336635865778496-DICE,631
6246635581253737-YOUNG,2719
2133365171829278-IMPACT,1216
6692546186048767-INTERPRETER,1247
9345880091901102-EAGLE,733
41029280941888735-RELAX,1915
573735386536506-STUCK,2311
9166396293559669-OH I_SEE,1621
6333885986734502-RAT,1890
48667330658915553-SHAME,2070
25378784918098174-OFFHAND,1617
5279895044627418-AGREEMENT,37
24754455638054895-POP,1807
9248256944866455-DIRTY,648
4085537867360489-CIRCLE,443
5372668319999747-NO,1583
6787901273668946-GLASS 1,1000
08513342968170257-CANOE,354
49492855034781624-PEANUT BUTTER,1703
9097522719762483-TEST,2403
48435002857753817-TEETH,2394
7102622774546783-BELT,189
5082492576840383-KID,1296
5628156573374106-TODAY,2461
7064746790954382-GIRL,996
9538072760940814-OPEN BOOK,1639
916287850917487-BOAT,236
20814778930087607-USE,2551
2873737968249803-EASY,745
9474561958347409-WEIGHT,2630
09891286692753609-SCHOOL,2026
03746395070097952-IDEA,1207
6023140007240295-CHARGE CARD,406
07598140885303795-THERMOMETER,2414
6673206481467684-SHARK 1,2076
08998259763121008-LET KNOW,1358
6548359118926097-ROCKET 2,1965
9642576614192337-PREACHER,1825
41405801734964043-MEET,1471
35527877685921094-OPEN WALLET,1640
0580578186613665-ZIPPER,2726
9940257783889723-CREATE,551
012100790577244558-MATCH,1453
6864699565160692-SILVER,2127
8482080291969265-PLENTY,1786
03710350592325584-CHANGE,401
7245024022987878-OBVIOUS,1612
36305299512235356-PHARMACIST,1736
6942834524009942-BEE,179
16505519650098455-SPRING,2240
5673346080112269-REFLECT,1909
8808744309072858-BIND,201
12548966764914815-BULLDOZER,304
7750625465116667-MISSING,1503
42204088436419274-IMMERSE,1215
4049995708628238-TAKE OFF,2371
7313470209748698-TRUE BUSINESS,2506
5212285317617278-AUDIENCE,100
061316921130843305-WRAP,2697
1398866670459633-PENGUIN,1717
9361449475083383-DELINQUENT,608
21609133086632148-PJS,1774
8773863329740939-DANGER,581
1678834499710664-SPEND LOTS_OF_MONEY,2226
2675784755145161-BEG,183
